p, k, repitition, day
0.050000,1,0,41
0.050000,2,0,205
0.050000,3,0,1865
0.050000,4,0,1865
0.050000,5,0,1865
0.050000,6,0,243
0.050000,7,0,1045
0.050000,8,0,573
0.050000,9,0,100
