p, k, repitition, day
0.100000,1,0,129
0.100000,2,0,1865
0.100000,3,0,244
0.100000,4,0,91
0.100000,5,0,192
0.100000,6,0,77
0.100000,7,0,86
0.100000,8,0,88
0.100000,9,0,80
