p, k, repitition, day
0.150000,1,0,117
0.150000,2,0,463
0.150000,3,0,108
0.150000,4,0,78
0.150000,5,0,75
0.150000,6,0,68
0.150000,7,0,205
0.150000,8,0,69
0.150000,9,0,66
